sample,model,condition,words,meanings,response,accuracy,memory_size
2939,might,3,e,E,B,0,9.5
2939,might,3,f,F,F,1,9.5
2939,might,3,g,G,G,1,9.5
2939,might,3,h,H,J,0,9.5
2939,might,3,i,I,M,0,9.5
2939,might,3,j,J,J,1,9.5
2939,might,3,k,K,K,1,9.5
2939,might,3,l,L,L,1,9.5
2939,might,3,m,M,M,1,9.5
2939,might,3,n,N,I,0,9.5
2939,might,3,o,O,K,0,9.5
2939,might,3,p,P,P,1,9.5
2939,might,3,q,Q,Q,1,9.5
2939,might,3,r,R,P,0,9.5
2940,might,3,a,A,E,0,9.5
2940,might,3,b,B,F,0,9.5
2940,might,3,c,C,C,1,9.5
2940,might,3,d,D,L,0,9.5
2940,might,3,e,E,E,1,9.5
2940,might,3,f,F,F,1,9.5
2940,might,3,g,G,G,1,9.5
2940,might,3,h,H,C,0,9.5
2940,might,3,i,I,Q,0,9.5
2940,might,3,j,J,J,1,9.5
2940,might,3,k,K,A,0,9.5
2940,might,3,l,L,L,1,9.5
2940,might,3,m,M,D,0,9.5
2940,might,3,n,N,P,0,9.5
2940,might,3,o,O,B,0,9.5
2940,might,3,p,P,P,1,9.5
2940,might,3,q,Q,Q,1,9.5
2940,might,3,r,R,I,0,9.5
2941,might,3,a,A,A,1,9.5
2941,might,3,b,B,B,1,9.5
2941,might,3,c,C,I,0,9.5
2941,might,3,d,D,D,1,9.5
2941,might,3,e,E,E,1,9.5
2941,might,3,f,F,P,0,9.5
2941,might,3,g,G,H,0,9.5
2941,might,3,h,H,H,1,9.5
2941,might,3,i,I,I,1,9.5
2941,might,3,j,J,J,1,9.5
2941,might,3,k,K,R,0,9.5
2941,might,3,l,L,L,1,9.5
2941,might,3,m,M,M,1,9.5
2941,might,3,n,N,N,1,9.5
2941,might,3,o,O,Q,0,9.5
2941,might,3,p,P,O,0,9.5
2941,might,3,q,Q,Q,1,9.5
2941,might,3,r,R,R,1,9.5
2942,might,3,a,A,I,0,9.5
2942,might,3,b,B,F,0,9.5
2942,might,3,c,C,C,1,9.5
2942,might,3,d,D,D,1,9.5
2942,might,3,e,E,F,0,9.5
2942,might,3,f,F,K,0,9.5
2942,might,3,g,G,G,1,9.5
2942,might,3,h,H,H,1,9.5
2942,might,3,i,I,P,0,9.5
2942,might,3,j,J,C,0,9.5
2942,might,3,k,K,O,0,9.5
2942,might,3,l,L,L,1,9.5
2942,might,3,m,M,L,0,9.5
2942,might,3,n,N,N,1,9.5
2942,might,3,o,O,P,0,9.5
2942,might,3,p,P,P,1,9.5
2942,might,3,q,Q,H,0,9.5
2942,might,3,r,R,G,0,9.5
2943,might,3,a,A,A,1,9.5
2943,might,3,b,B,B,1,9.5
2943,might,3,c,C,B,0,9.5
2943,might,3,d,D,L,0,9.5
2943,might,3,e,E,A,0,9.5
2943,might,3,f,F,F,1,9.5
2943,might,3,g,G,O,0,9.5
2943,might,3,h,H,H,1,9.5
2943,might,3,i,I,I,1,9.5
2943,might,3,j,J,J,1,9.5
2943,might,3,k,K,E,0,9.5
2943,might,3,l,L,L,1,9.5
2943,might,3,m,M,D,0,9.5
2943,might,3,n,N,N,1,9.5
2943,might,3,o,O,O,1,9.5
2943,might,3,p,P,P,1,9.5
2943,might,3,q,Q,Q,1,9.5
2943,might,3,r,R,R,1,9.5
2944,might,3,a,A,A,1,9.5
2944,might,3,b,B,B,1,9.5
2944,might,3,c,C,C,1,9.5
2944,might,3,d,D,M,0,9.5
2944,might,3,e,E,P,0,9.5
2944,might,3,f,F,N,0,9.5
2944,might,3,g,G,G,1,9.5
2944,might,3,h,H,H,1,9.5
2944,might,3,i,I,I,1,9.5
2944,might,3,j,J,J,1,9.5
2944,might,3,k,K,K,1,9.5
2944,might,3,l,L,L,1,9.5
2944,might,3,m,M,M,1,9.5
2944,might,3,n,N,N,1,9.5
2944,might,3,o,O,O,1,9.5
2944,might,3,p,P,F,0,9.5
2944,might,3,q,Q,R,0,9.5
2944,might,3,r,R,R,1,9.5
2945,might,3,a,A,A,1,9.5
2945,might,3,b,B,B,1,9.5
2945,might,3,c,C,M,0,9.5
2945,might,3,d,D,R,0,9.5
2945,might,3,e,E,E,1,9.5
2945,might,3,f,F,M,0,9.5
2945,might,3,g,G,A,0,9.5
2945,might,3,h,H,C,0,9.5
2945,might,3,i,I,I,1,9.5
2945,might,3,j,J,J,1,9.5
2945,might,3,k,K,B,0,9.5
2945,might,3,l,L,L,1,9.5
2945,might,3,m,M,P,0,9.5
2945,might,3,n,N,A,0,9.5
2945,might,3,o,O,J,0,9.5
2945,might,3,p,P,D,0,9.5
2945,might,3,q,Q,Q,1,9.5
2945,might,3,r,R,R,1,9.5
2946,might,3,a,A,J,0,9.5
2946,might,3,b,B,B,1,9.5
2946,might,3,c,C,E,0,9.5
2946,might,3,d,D,L,0,9.5
2946,might,3,e,E,E,1,9.5
2946,might,3,f,F,J,0,9.5
2946,might,3,g,G,M,0,9.5
2946,might,3,h,H,H,1,9.5
2946,might,3,i,I,I,1,9.5
2946,might,3,j,J,J,1,9.5
2946,might,3,k,K,K,1,9.5
2946,might,3,l,L,L,1,9.5
2946,might,3,m,M,K,0,9.5
2946,might,3,n,N,N,1,9.5
2946,might,3,o,O,D,0,9.5
2946,might,3,p,P,K,0,9.5
2946,might,3,q,Q,B,0,9.5
2946,might,3,r,R,M,0,9.5
2947,might,3,a,A,J,0,9.5
2947,might,3,b,B,B,1,9.5
2947,might,3,c,C,B,0,9.5
2947,might,3,d,D,D,1,9.5
2947,might,3,e,E,C,0,9.5
2947,might,3,f,F,E,0,9.5
2947,might,3,g,G,E,0,9.5
2947,might,3,h,H,H,1,9.5
2947,might,3,i,I,I,1,9.5
2947,might,3,j,J,D,0,9.5
2947,might,3,k,K,H,0,9.5
2947,might,3,l,L,L,1,9.5
2947,might,3,m,M,J,0,9.5
2947,might,3,n,N,N,1,9.5
2947,might,3,o,O,O,1,9.5
2947,might,3,p,P,P,1,9.5
2947,might,3,q,Q,R,0,9.5
2947,might,3,r,R,R,1,9.5
2948,might,3,a,A,A,1,9.5
2948,might,3,b,B,M,0,9.5
2948,might,3,c,C,C,1,9.5
2948,might,3,d,D,D,1,9.5
2948,might,3,e,E,Q,0,9.5
2948,might,3,f,F,F,1,9.5
2948,might,3,g,G,G,1,9.5
2948,might,3,h,H,H,1,9.5
2948,might,3,i,I,I,1,9.5
2948,might,3,j,J,J,1,9.5
2948,might,3,k,K,K,1,9.5
2948,might,3,l,L,L,1,9.5
2948,might,3,m,M,O,0,9.5
2948,might,3,n,N,N,1,9.5
2948,might,3,o,O,J,0,9.5
2948,might,3,p,P,P,1,9.5
2948,might,3,q,Q,J,0,9.5
2948,might,3,r,R,Q,0,9.5
2949,might,3,a,A,A,1,9.5
2949,might,3,b,B,R,0,9.5
2949,might,3,c,C,C,1,9.5
2949,might,3,d,D,D,1,9.5
2949,might,3,e,E,E,1,9.5
2949,might,3,f,F,F,1,9.5
2949,might,3,g,G,G,1,9.5
2949,might,3,h,H,I,0,9.5
2949,might,3,i,I,R,0,9.5
2949,might,3,j,J,J,1,9.5
2949,might,3,k,K,K,1,9.5
2949,might,3,l,L,L,1,9.5
2949,might,3,m,M,M,1,9.5
2949,might,3,n,N,N,1,9.5
2949,might,3,o,O,O,1,9.5
2949,might,3,p,P,P,1,9.5
2949,might,3,q,Q,Q,1,9.5
2949,might,3,r,R,R,1,9.5
2950,might,3,a,A,A,1,9.5
2950,might,3,b,B,B,1,9.5
2950,might,3,c,C,C,1,9.5
2950,might,3,d,D,D,1,9.5
2950,might,3,e,E,E,1,9.5
2950,might,3,f,F,E,0,9.5
2950,might,3,g,G,G,1,9.5
2950,might,3,h,H,J,0,9.5
2950,might,3,i,I,I,1,9.5
2950,might,3,j,J,J,1,9.5
2950,might,3,k,K,K,1,9.5
2950,might,3,l,L,L,1,9.5
2950,might,3,m,M,M,1,9.5
2950,might,3,n,N,N,1,9.5
2950,might,3,o,O,O,1,9.5
2950,might,3,p,P,P,1,9.5
2950,might,3,q,Q,Q,1,9.5
2950,might,3,r,R,K,0,9.5
2951,might,3,a,A,A,1,9.5
2951,might,3,b,B,B,1,9.5
2951,might,3,c,C,N,0,9.5
2951,might,3,d,D,K,0,9.5
2951,might,3,e,E,J,0,9.5
2951,might,3,f,F,F,1,9.5
2951,might,3,g,G,Q,0,9.5
2951,might,3,h,H,H,1,9.5
2951,might,3,i,I,I,1,9.5
2951,might,3,j,J,J,1,9.5
2951,might,3,k,K,M,0,9.5
2951,might,3,l,L,L,1,9.5
2951,might,3,m,M,M,1,9.5
2951,might,3,n,N,B,0,9.5
2951,might,3,o,O,O,1,9.5
2951,might,3,p,P,C,0,9.5
2951,might,3,q,Q,R,0,9.5
2951,might,3,r,R,R,1,9.5
2952,might,3,a,A,A,1,9.5
2952,might,3,b,B,A,0,9.5
2952,might,3,c,C,C,1,9.5
2952,might,3,d,D,D,1,9.5
2952,might,3,e,E,E,1,9.5
2952,might,3,f,F,J,0,9.5
2952,might,3,g,G,K,0,9.5
2952,might,3,h,H,H,1,9.5
2952,might,3,i,I,I,1,9.5
2952,might,3,j,J,J,1,9.5
2952,might,3,k,K,K,1,9.5
2952,might,3,l,L,L,1,9.5
2952,might,3,m,M,R,0,9.5
2952,might,3,n,N,N,1,9.5
2952,might,3,o,O,O,1,9.5
2952,might,3,p,P,E,0,9.5
2952,might,3,q,Q,I,0,9.5
2952,might,3,r,R,R,1,9.5
2953,might,3,a,A,D,0,9.5
2953,might,3,b,B,B,1,9.5
2953,might,3,c,C,C,1,9.5
2953,might,3,d,D,E,0,9.5
2953,might,3,e,E,E,1,9.5
2953,might,3,f,F,F,1,9.5
2953,might,3,g,G,G,1,9.5
2953,might,3,h,H,N,0,9.5
2953,might,3,i,I,I,1,9.5
2953,might,3,j,J,J,1,9.5
2953,might,3,k,K,I,0,9.5
2953,might,3,l,L,L,1,9.5
2953,might,3,m,M,M,1,9.5
2953,might,3,n,N,N,1,9.5
2953,might,3,o,O,O,1,9.5
2953,might,3,p,P,K,0,9.5
2953,might,3,q,Q,Q,1,9.5
2953,might,3,r,R,R,1,9.5
2954,might,3,a,A,A,1,9.5
2954,might,3,b,B,E,0,9.5
2954,might,3,c,C,D,0,9.5
2954,might,3,d,D,K,0,9.5
2954,might,3,e,E,E,1,9.5
2954,might,3,f,F,F,1,9.5
2954,might,3,g,G,G,1,9.5
2954,might,3,h,H,H,1,9.5
2954,might,3,i,I,I,1,9.5
2954,might,3,j,J,L,0,9.5
2954,might,3,k,K,K,1,9.5
2954,might,3,l,L,L,1,9.5
2954,might,3,m,M,M,1,9.5
2954,might,3,n,N,N,1,9.5
2954,might,3,o,O,O,1,9.5
2954,might,3,p,P,P,1,9.5
2954,might,3,q,Q,R,0,9.5
2954,might,3,r,R,R,1,9.5
2955,might,3,a,A,A,1,9.5
2955,might,3,b,B,A,0,9.5
2955,might,3,c,C,F,0,9.5
2955,might,3,d,D,D,1,9.5
2955,might,3,e,E,E,1,9.5
2955,might,3,f,F,F,1,9.5
2955,might,3,g,G,G,1,9.5
2955,might,3,h,H,M,0,9.5
2955,might,3,i,I,K,0,9.5
2955,might,3,j,J,J,1,9.5
2955,might,3,k,K,K,1,9.5
2955,might,3,l,L,M,0,9.5
2955,might,3,m,M,M,1,9.5
2955,might,3,n,N,E,0,9.5
2955,might,3,o,O,O,1,9.5
2955,might,3,p,P,P,1,9.5
2955,might,3,q,Q,B,0,9.5
2955,might,3,r,R,O,0,9.5
2956,might,3,a,A,M,0,9.5
2956,might,3,b,B,B,1,9.5
2956,might,3,c,C,D,0,9.5
2956,might,3,d,D,D,1,9.5
2956,might,3,e,E,I,0,9.5
2956,might,3,f,F,B,0,9.5
2956,might,3,g,G,G,1,9.5
2956,might,3,h,H,H,1,9.5
2956,might,3,i,I,I,1,9.5
2956,might,3,j,J,J,1,9.5
2956,might,3,k,K,K,1,9.5
2956,might,3,l,L,L,1,9.5
2956,might,3,m,M,R,0,9.5
2956,might,3,n,N,N,1,9.5
2956,might,3,o,O,O,1,9.5
2956,might,3,p,P,J,0,9.5
2956,might,3,q,Q,Q,1,9.5
2956,might,3,r,R,A,0,9.5
2957,might,3,a,A,A,1,9.5
2957,might,3,b,B,L,0,9.5
2957,might,3,c,C,C,1,9.5
2957,might,3,d,D,H,0,9.5
2957,might,3,e,E,O,0,9.5
2957,might,3,f,F,F,1,9.5
2957,might,3,g,G,G,1,9.5
2957,might,3,h,H,H,1,9.5
2957,might,3,i,I,E,0,9.5
2957,might,3,j,J,R,0,9.5
2957,might,3,k,K,N,0,9.5
2957,might,3,l,L,L,1,9.5
2957,might,3,m,M,M,1,9.5
2957,might,3,n,N,N,1,9.5
2957,might,3,o,O,E,0,9.5
2957,might,3,p,P,P,1,9.5
2957,might,3,q,Q,Q,1,9.5
2957,might,3,r,R,R,1,9.5
2958,might,3,a,A,A,1,9.5
2958,might,3,b,B,B,1,9.5
2958,might,3,c,C,C,1,9.5
2958,might,3,d,D,K,0,9.5
2958,might,3,e,E,E,1,9.5
2958,might,3,f,F,F,1,9.5
2958,might,3,g,G,G,1,9.5
2958,might,3,h,H,H,1,9.5
2958,might,3,i,I,I,1,9.5
2958,might,3,j,J,J,1,9.5
2958,might,3,k,K,K,1,9.5
2958,might,3,l,L,L,1,9.5
2958,might,3,m,M,M,1,9.5
2958,might,3,n,N,N,1,9.5
2958,might,3,o,O,P,0,9.5
2958,might,3,p,P,P,1,9.5
2958,might,3,q,Q,Q,1,9.5
2958,might,3,r,R,R,1,9.5
2959,might,3,a,A,A,1,9.5
2959,might,3,b,B,B,1,9.5
2959,might,3,c,C,R,0,9.5
2959,might,3,d,D,O,0,9.5
2959,might,3,e,E,E,1,9.5
2959,might,3,f,F,R,0,9.5
2959,might,3,g,G,Q,0,9.5
2959,might,3,h,H,J,0,9.5
2959,might,3,i,I,E,0,9.5
2959,might,3,j,J,J,1,9.5
2959,might,3,k,K,K,1,9.5
2959,might,3,l,L,L,1,9.5
2959,might,3,m,M,M,1,9.5
2959,might,3,n,N,N,1,9.5
2959,might,3,o,O,O,1,9.5
2959,might,3,p,P,G,0,9.5
2959,might,3,q,Q,Q,1,9.5
2959,might,3,r,R,R,1,9.5
2960,might,3,a,A,D,0,9.5
2960,might,3,b,B,B,1,9.5
2960,might,3,c,C,N,0,9.5
2960,might,3,d,D,M,0,9.5
2960,might,3,e,E,E,1,9.5
2960,might,3,f,F,F,1,9.5
2960,might,3,g,G,G,1,9.5
2960,might,3,h,H,H,1,9.5
2960,might,3,i,I,I,1,9.5
2960,might,3,j,J,J,1,9.5
2960,might,3,k,K,K,1,9.5
2960,might,3,l,L,L,1,9.5
2960,might,3,m,M,R,0,9.5
2960,might,3,n,N,I,0,9.5
2960,might,3,o,O,O,1,9.5
2960,might,3,p,P,P,1,9.5
2960,might,3,q,Q,Q,1,9.5
2960,might,3,r,R,M,0,9.5
2961,might,3,a,A,H,0,9.5
2961,might,3,b,B,B,1,9.5
2961,might,3,c,C,C,1,9.5
2961,might,3,d,D,D,1,9.5
2961,might,3,e,E,E,1,9.5
2961,might,3,f,F,F,1,9.5
2961,might,3,g,G,G,1,9.5
2961,might,3,h,H,J,0,9.5
2961,might,3,i,I,I,1,9.5
2961,might,3,j,J,J,1,9.5
2961,might,3,k,K,P,0,9.5
2961,might,3,l,L,L,1,9.5
2961,might,3,m,M,I,0,9.5
2961,might,3,n,N,C,0,9.5
2961,might,3,o,O,O,1,9.5
2961,might,3,p,P,A,0,9.5
2961,might,3,q,Q,Q,1,9.5
2961,might,3,r,R,R,1,9.5
2962,might,3,a,A,A,1,9.5
2962,might,3,b,B,B,1,9.5
2962,might,3,c,C,D,0,9.5
2962,might,3,d,D,I,0,9.5
2962,might,3,e,E,E,1,9.5
2962,might,3,f,F,Q,0,9.5
2962,might,3,g,G,I,0,9.5
2962,might,3,h,H,H,1,9.5
2962,might,3,i,I,A,0,9.5
2962,might,3,j,J,J,1,9.5
2962,might,3,k,K,B,0,9.5
2962,might,3,l,L,L,1,9.5
2962,might,3,m,M,M,1,9.5
2962,might,3,n,N,N,1,9.5
2962,might,3,o,O,H,0,9.5
2962,might,3,p,P,G,0,9.5
2962,might,3,q,Q,Q,1,9.5
2962,might,3,r,R,R,1,9.5
2963,might,3,a,A,K,0,9.5
2963,might,3,b,B,Q,0,9.5
2963,might,3,c,C,C,1,9.5
2963,might,3,d,D,I,0,9.5
2963,might,3,e,E,E,1,9.5
2963,might,3,f,F,N,0,9.5
2963,might,3,g,G,G,1,9.5
2963,might,3,h,H,H,1,9.5
2963,might,3,i,I,I,1,9.5
2963,might,3,j,J,J,1,9.5
2963,might,3,k,K,Q,0,9.5
2963,might,3,l,L,L,1,9.5
2963,might,3,m,M,M,1,9.5
2963,might,3,n,N,N,1,9.5
2963,might,3,o,O,I,0,9.5
2963,might,3,p,P,P,1,9.5
2963,might,3,q,Q,C,0,9.5
2963,might,3,r,R,R,1,9.5
2964,might,3,a,A,A,1,9.5
2964,might,3,b,B,P,0,9.5
2964,might,3,c,C,C,1,9.5
2964,might,3,d,D,D,1,9.5
2964,might,3,e,E,E,1,9.5
2964,might,3,f,F,F,1,9.5
2964,might,3,g,G,G,1,9.5
2964,might,3,h,H,B,0,9.5
2964,might,3,i,I,G,0,9.5
2964,might,3,j,J,C,0,9.5
2964,might,3,k,K,Q,0,9.5
2964,might,3,l,L,L,1,9.5
2964,might,3,m,M,M,1,9.5
2964,might,3,n,N,N,1,9.5
2964,might,3,o,O,O,1,9.5
2964,might,3,p,P,P,1,9.5
2964,might,3,q,Q,G,0,9.5
2964,might,3,r,R,R,1,9.5
2965,might,3,a,A,A,1,9.5
2965,might,3,b,B,B,1,9.5
2965,might,3,c,C,C,1,9.5
2965,might,3,d,D,D,1,9.5
2965,might,3,e,E,E,1,9.5
2965,might,3,f,F,A,0,9.5
2965,might,3,g,G,L,0,9.5
2965,might,3,h,H,R,0,9.5
2965,might,3,i,I,E,0,9.5
2965,might,3,j,J,J,1,9.5
2965,might,3,k,K,K,1,9.5
2965,might,3,l,L,L,1,9.5
2965,might,3,m,M,C,0,9.5
2965,might,3,n,N,N,1,9.5
2965,might,3,o,O,O,1,9.5
2965,might,3,p,P,P,1,9.5
2965,might,3,q,Q,O,0,9.5
2965,might,3,r,R,Q,0,9.5
2966,might,3,a,A,A,1,9.5
2966,might,3,b,B,B,1,9.5
2966,might,3,c,C,C,1,9.5
2966,might,3,d,D,D,1,9.5
2966,might,3,e,E,A,0,9.5
2966,might,3,f,F,D,0,9.5
2966,might,3,g,G,G,1,9.5
2966,might,3,h,H,A,0,9.5
2966,might,3,i,I,R,0,9.5
2966,might,3,j,J,J,1,9.5
2966,might,3,k,K,P,0,9.5
2966,might,3,l,L,Q,0,9.5
2966,might,3,m,M,M,1,9.5
2966,might,3,n,N,N,1,9.5
2966,might,3,o,O,E,0,9.5
2966,might,3,p,P,P,1,9.5
2966,might,3,q,Q,Q,1,9.5
2966,might,3,r,R,R,1,9.5
2967,might,3,a,A,I,0,9.5
2967,might,3,b,B,B,1,9.5
2967,might,3,c,C,G,0,9.5
2967,might,3,d,D,D,1,9.5
2967,might,3,e,E,M,0,9.5
2967,might,3,f,F,F,1,9.5
2967,might,3,g,G,O,0,9.5
2967,might,3,h,H,J,0,9.5
2967,might,3,i,I,I,1,9.5
2967,might,3,j,J,J,1,9.5
2967,might,3,k,K,I,0,9.5
2967,might,3,l,L,L,1,9.5
2967,might,3,m,M,B,0,9.5
2967,might,3,n,N,B,0,9.5
2967,might,3,o,O,D,0,9.5
2967,might,3,p,P,P,1,9.5
2967,might,3,q,Q,O,0,9.5
2967,might,3,r,R,C,0,9.5
2968,might,3,a,A,A,1,9.5
2968,might,3,b,B,B,1,9.5
2968,might,3,c,C,C,1,9.5
2968,might,3,d,D,D,1,9.5
2968,might,3,e,E,E,1,9.5
2968,might,3,f,F,F,1,9.5
2968,might,3,g,G,G,1,9.5
2968,might,3,h,H,R,0,9.5
2968,might,3,i,I,I,1,9.5
2968,might,3,j,J,J,1,9.5
2968,might,3,k,K,K,1,9.5
2968,might,3,l,L,E,0,9.5
2968,might,3,m,M,M,1,9.5
2968,might,3,n,N,Q,0,9.5
2968,might,3,o,O,O,1,9.5
2968,might,3,p,P,P,1,9.5
2968,might,3,q,Q,Q,1,9.5
2968,might,3,r,R,R,1,9.5
2969,might,3,a,A,A,1,9.5
2969,might,3,b,B,L,0,9.5
2969,might,3,c,C,C,1,9.5
2969,might,3,d,D,D,1,9.5
2969,might,3,e,E,E,1,9.5
2969,might,3,f,F,F,1,9.5
2969,might,3,g,G,G,1,9.5
2969,might,3,h,H,L,0,9.5
2969,might,3,i,I,I,1,9.5
2969,might,3,j,J,J,1,9.5
2969,might,3,k,K,K,1,9.5
2969,might,3,l,L,L,1,9.5
2969,might,3,m,M,I,0,9.5
2969,might,3,n,N,Q,0,9.5
2969,might,3,o,O,O,1,9.5
2969,might,3,p,P,P,1,9.5
2969,might,3,q,Q,P,0,9.5
2969,might,3,r,R,L,0,9.5
2970,might,3,a,A,A,1,9.5
2970,might,3,b,B,K,0,9.5
2970,might,3,c,C,C,1,9.5
2970,might,3,d,D,D,1,9.5
2970,might,3,e,E,E,1,9.5
2970,might,3,f,F,F,1,9.5
2970,might,3,g,G,G,1,9.5
2970,might,3,h,H,H,1,9.5
2970,might,3,i,I,I,1,9.5
2970,might,3,j,J,J,1,9.5
2970,might,3,k,K,K,1,9.5
2970,might,3,l,L,L,1,9.5
2970,might,3,m,M,M,1,9.5
2970,might,3,n,N,N,1,9.5
2970,might,3,o,O,O,1,9.5
2970,might,3,p,P,P,1,9.5
2970,might,3,q,Q,E,0,9.5
2970,might,3,r,R,R,1,9.5
2971,might,3,a,A,A,1,9.5
2971,might,3,b,B,B,1,9.5
2971,might,3,c,C,C,1,9.5
2971,might,3,d,D,R,0,9.5
2971,might,3,e,E,P,0,9.5
2971,might,3,f,F,Q,0,9.5
2971,might,3,g,G,G,1,9.5
2971,might,3,h,H,M,0,9.5
2971,might,3,i,I,I,1,9.5
2971,might,3,j,J,J,1,9.5
2971,might,3,k,K,K,1,9.5
2971,might,3,l,L,L,1,9.5
2971,might,3,m,M,F,0,9.5
2971,might,3,n,N,N,1,9.5
2971,might,3,o,O,A,0,9.5
2971,might,3,p,P,P,1,9.5
2971,might,3,q,Q,J,0,9.5
2971,might,3,r,R,R,1,9.5
2972,might,3,a,A,A,1,9.5
2972,might,3,b,B,K,0,9.5
2972,might,3,c,C,H,0,9.5
2972,might,3,d,D,D,1,9.5
2972,might,3,e,E,B,0,9.5
2972,might,3,f,F,K,0,9.5
2972,might,3,g,G,R,0,9.5
2972,might,3,h,H,D,0,9.5
2972,might,3,i,I,P,0,9.5
2972,might,3,j,J,J,1,9.5
2972,might,3,k,K,K,1,9.5
2972,might,3,l,L,L,1,9.5
2972,might,3,m,M,M,1,9.5
2972,might,3,n,N,N,1,9.5
2972,might,3,o,O,H,0,9.5
2972,might,3,p,P,R,0,9.5
2972,might,3,q,Q,Q,1,9.5
2972,might,3,r,R,I,0,9.5
2973,might,3,a,A,H,0,9.5
2973,might,3,b,B,B,1,9.5
2973,might,3,c,C,J,0,9.5
2973,might,3,d,D,D,1,9.5
2973,might,3,e,E,E,1,9.5
2973,might,3,f,F,F,1,9.5
2973,might,3,g,G,I,0,9.5
2973,might,3,h,H,M,0,9.5
2973,might,3,i,I,I,1,9.5
2973,might,3,j,J,L,0,9.5
2973,might,3,k,K,I,0,9.5
2973,might,3,l,L,L,1,9.5
2973,might,3,m,M,P,0,9.5
2973,might,3,n,N,N,1,9.5
2973,might,3,o,O,M,0,9.5
2973,might,3,p,P,K,0,9.5
2973,might,3,q,Q,Q,1,9.5
2973,might,3,r,R,R,1,9.5
2974,might,3,a,A,A,1,9.5
2974,might,3,b,B,O,0,9.5
2974,might,3,c,C,C,1,9.5
2974,might,3,d,D,D,1,9.5
2974,might,3,e,E,E,1,9.5
2974,might,3,f,F,F,1,9.5
2974,might,3,g,G,G,1,9.5
2974,might,3,h,H,H,1,9.5
2974,might,3,i,I,I,1,9.5
2974,might,3,j,J,J,1,9.5
2974,might,3,k,K,K,1,9.5
2974,might,3,l,L,L,1,9.5
2974,might,3,m,M,M,1,9.5
2974,might,3,n,N,N,1,9.5
2974,might,3,o,O,A,0,9.5
2974,might,3,p,P,P,1,9.5
2974,might,3,q,Q,R,0,9.5
2974,might,3,r,R,R,1,9.5
2975,might,3,a,A,A,1,9.5
2975,might,3,b,B,B,1,9.5
2975,might,3,c,C,F,0,9.5
2975,might,3,d,D,R,0,9.5
2975,might,3,e,E,J,0,9.5
2975,might,3,f,F,G,0,9.5
2975,might,3,g,G,G,1,9.5
2975,might,3,h,H,H,1,9.5
2975,might,3,i,I,I,1,9.5
2975,might,3,j,J,Q,0,9.5
2975,might,3,k,K,D,0,9.5
2975,might,3,l,L,L,1,9.5
2975,might,3,m,M,M,1,9.5
2975,might,3,n,N,F,0,9.5
2975,might,3,o,O,I,0,9.5
2975,might,3,p,P,R,0,9.5
2975,might,3,q,Q,Q,1,9.5
2975,might,3,r,R,Q,0,9.5
2976,might,3,a,A,A,1,9.5
2976,might,3,b,B,B,1,9.5
2976,might,3,c,C,C,1,9.5
2976,might,3,d,D,K,0,9.5
2976,might,3,e,E,E,1,9.5
2976,might,3,f,F,K,0,9.5
2976,might,3,g,G,G,1,9.5
2976,might,3,h,H,H,1,9.5
2976,might,3,i,I,E,0,9.5
2976,might,3,j,J,J,1,9.5
2976,might,3,k,K,M,0,9.5
2976,might,3,l,L,L,1,9.5
2976,might,3,m,M,M,1,9.5
2976,might,3,n,N,M,0,9.5
2976,might,3,o,O,O,1,9.5
2976,might,3,p,P,P,1,9.5
2976,might,3,q,Q,Q,1,9.5
2976,might,3,r,R,B,0,9.5
2977,might,3,a,A,A,1,9.5
2977,might,3,b,B,F,0,9.5
2977,might,3,c,C,C,1,9.5
2977,might,3,d,D,D,1,9.5
2977,might,3,e,E,E,1,9.5
2977,might,3,f,F,Q,0,9.5
2977,might,3,g,G,G,1,9.5
2977,might,3,h,H,H,1,9.5
2977,might,3,i,I,L,0,9.5
2977,might,3,j,J,O,0,9.5
2977,might,3,k,K,B,0,9.5
2977,might,3,l,L,L,1,9.5
2977,might,3,m,M,M,1,9.5
2977,might,3,n,N,N,1,9.5
2977,might,3,o,O,I,0,9.5
2977,might,3,p,P,P,1,9.5
2977,might,3,q,Q,G,0,9.5
2977,might,3,r,R,R,1,9.5
2978,might,3,a,A,Q,0,9.5
2978,might,3,b,B,K,0,9.5
2978,might,3,c,C,C,1,9.5
2978,might,3,d,D,G,0,9.5
2978,might,3,e,E,E,1,9.5
2978,might,3,f,F,F,1,9.5
2978,might,3,g,G,G,1,9.5
2978,might,3,h,H,L,0,9.5
2978,might,3,i,I,I,1,9.5
2978,might,3,j,J,J,1,9.5
2978,might,3,k,K,K,1,9.5
2978,might,3,l,L,L,1,9.5
2978,might,3,m,M,I,0,9.5
2978,might,3,n,N,M,0,9.5
2978,might,3,o,O,O,1,9.5
2978,might,3,p,P,P,1,9.5
2978,might,3,q,Q,Q,1,9.5
2978,might,3,r,R,H,0,9.5
2979,might,3,a,A,C,0,9.5
2979,might,3,b,B,D,0,9.5
2979,might,3,c,C,C,1,9.5
2979,might,3,d,D,D,1,9.5
2979,might,3,e,E,E,1,9.5
2979,might,3,f,F,F,1,9.5
2979,might,3,g,G,G,1,9.5
2979,might,3,h,H,H,1,9.5
2979,might,3,i,I,D,0,9.5
2979,might,3,j,J,J,1,9.5
2979,might,3,k,K,R,0,9.5
2979,might,3,l,L,E,0,9.5
2979,might,3,m,M,D,0,9.5
2979,might,3,n,N,L,0,9.5
2979,might,3,o,O,G,0,9.5
